time,temp,hum,press,level,gap,force,position,speed,rpm,deviation
415,296,29,206,522,569,13,365.4551,316.1606,674.346,11.458
416,164,508,733,436,228,156,94.8505,852.9918,330.6325,941.9571
417,831,346,430,959,910,550,907.3229,468.2765,506.2995,858.8537
418,721,259,245,941,860,508,63.2456,958.8162,840.3241,541.4394
419,196,985,571,415,315,195,236.5669,394.1137,856.3154,253.96
420,901,508,269,70,114,573,763.7909,221.7232,275.8574,283.1929
421,921,948,125,273,520,70,685.4075,937.3021,473.7183,553.6029
422,337,50,726,124,270,780,366.8378,494.6708,776.767,909.9319
423,259,508,254,238,709,799,72.2399,398.0799,151.3164,432.2828
424,628,326,914,591,479,706,823.283,627.1219,633.0874,686.1886
425,696,707,343,273,876,389,387.4326,731.8118,2.0267,78.5277
426,344,74,82,227,372,89,905.7184,13.4826,369.7319,13.5386
427,611,97,824,408,230,443,424.2347,668.0862,260.1063,905.2622
428,500,296,690,988,301,357,306.5907,905.2787,446.3074,575.5573
429,595,399,486,609,862,653,695.8762,524.8751,793.6583,476.9294
430,745,928,466,38,264,880,885.6178,421.1034,216.4256,972.8794
431,15,615,448,479,73,875,804.3929,225.9675,377.3253,499.3024
432,33,259,893,621,526,78,709.6463,741.457,173.006,895.8041
433,752,480,520,509,516,610,637.9249,248.3475,6.3753,908.7549
434,111,609,138,611,649,298,615.2105,648.714,997.0382,752.0913
435,495,404,382,285,486,811,860.7315,899.3797,859.7067,298.3071
436,987,192,907,139,511,327,184.9588,769.1923,390.7451,314.9019
437,71,862,749,896,618,106,604.3594,484.8206,522.1121,171.5508
438,270,262,313,446,453,80,841.993,785.4499,412.5053,930.1659
439,654,549,768,588,957,512,652.8949,847.4463,800.3663,72.274
440,507,275,375,581,255,719,165.6248,922.9785,343.6455,770.6366
441,332,208,485,378,414,96,147.4769,463.6997,799.3555,755.3573
442,814,307,731,199,172,107,530.0708,157.4855,984.1714,727.2992
443,852,748,187,8,69,704,713.9395,512.5334,627.5541,675.7044
444,17,154,484,189,800,77,792.9141,252.7923,653.071,85.1647
445,648,463,581,767,171,890,763.7577,149.531,505.1943,923.2138
446,29,798,139,161,187,984,673.1274,769.9024,956.1342,429.1743
447,115,602,120,530,369,738,141.9505,331.1753,150.5198,5.1837
448,604,507,63,911,793,857,729.4164,310.8012,333.4577,38.5292
449,859,401,450,140,449,529,306.9913,689.5624,416.5479,719.1048
450,755,845,549,586,821,21,318.0212,955.7083,589.5828,375.8886
451,141,861,810,593,148,686,979.8174,933.595,97.9276,491.9288
452,212,54,429,214,186,85,452.6512,948.4343,665.7465,682.8423
453,392,646,434,844,39,175,999.7663,204.2001,105.9621,934.4519
454,462,991,993,585,196,160,746.107,169.1361,57.7413,142.9346
455,640,344,611,41,686,258,199.6736,461.5578,310.5421,781.3138
456,994,299,378,689,224,632,495.4484,135.7343,874.8269,864.2502
457,712,205,710,59,365,8,252.3775,773.3157,215.0183,52.4327
458,72,434,29,47,186,149,483.5757,61.7461,795.8931,221.8222
459,427,747,564,145,36,530,390.6512,784.7275,493.0761,342.348
460,87,29,486,785,815,570,668.8928,676.7826,192.5328,165.3138
461,573,249,626,351,89,849,168.9792,663.0726,831.8123,56.1124
462,80,440,302,580,1,60,386.7196,314.4113,836.0659,363.1985
463,863,709,166,505,976,79,124.4153,656.021,84.5465,873.5511
464,727,157,230,259,641,388,397.244,488.3199,430.6535,85.5021
465,173,685,256,314,159,984,260.7912,834.5773,1000.1304,249.5968
466,24,367,288,924,294,772,99.4079,43.6258,946.0294,533.9776
467,226,872,527,222,436,46,367.874,794.9158,461.3083,475.781
468,500,499,267,754,168,61,520.9225,158.7024,424.3279,9.1619
469,788,70,580,984,345,924,976.2411,860.0292,771.3911,152.5509
470,912,574,94,891,733,577,645.911,986.2205,33.9723,179.5095
471,990,170,158,771,623,764,243.5293,223.1466,875.3957,429.0588
472,508,827,379,194,836,758,243.9557,547.3472,200.5277,6.0499
473,41,340,405,991,337,604,835.7263,728.6099,45.9809,734.9394
474,723,176,323,677,407,849,617.0211,670.0931,579.4053,200.0008
475,57,212,547,105,561,722,867.3645,581.8263,790.3615,476.0067
476,833,278,464,871,556,70,194.3757,11.9985,445.9389,660.4361
477,144,646,314,70,110,210,901.1921,440.656,873.8739,954.9639
478,925,286,345,971,428,207,994.9485,636.9665,750.6415,345.3927
479,663,133,422,445,358,154,761.1338,978.3625,202.4216,885.5835
480,806,572,570,351,374,569,221.7674,827.638,477.9319,729.5718
481,525,534,855,956,6,755,872.3197,154.0588,216.837,233.541
482,814,337,824,766,755,727,56.5858,505.0902,684.671,300.2716
483,838,792,10,354,110,472,229.9385,832.2356,952.6583,337.3993
484,94,466,668,1,945,343,355.0912,696.3172,772.8333,221.0003
485,754,380,951,947,131,173,484.7916,880.8594,853.5333,362.0831
486,456,898,711,6,460,163,504.4097,392.4616,398.5261,839.516
487,117,209,426,706,632,68,376.7957,634.5315,188.4738,332.9061
488,561,551,997,866,52,914,649.0965,516.7015,517.2714,899.0044
489,171,575,864,666,933,865,559.3117,44.3522,718.7772,718.5404
490,555,380,229,817,707,516,486.8779,634.9323,652.7776,245.8217
491,129,751,593,931,181,611,644.4392,750.5531,407.7537,315.063
492,566,815,722,712,129,378,536.016,532.009,977.392,273.6376
493,349,3,310,651,869,146,140.7261,624.8535,469.3094,35.1587
494,884,366,106,87,796,503,892.7766,946.8646,980.1922,946.0034
495,365,480,597,579,148,692,502.2825,567.2348,527.8579,305.9853
496,279,344,238,14,203,458,44.9165,74.5876,395.7287,815.7695
497,359,289,914,597,206,758,944.2185,786.6115,758.4826,910.0596
498,561,603,420,260,479,401,313.2468,553.7745,456.3675,771.8974
499,967,506,711,419,419,404,624.2477,815.9315,410.4919,402.6152
500,473,587,912,397,367,144,433.6995,490.0322,99.3437,650.706
501,393,375,254,274,877,142,920.4541,943.3381,742.8704,111.7823
502,510,878,322,398,121,355,626.1103,179.5271,273.0989,297.0341
503,701,545,385,634,899,50,64.4652,315.4384,601.7237,21.0767
504,481,895,316,307,14,910,847.0722,665.4734,884.2124,159.1157
505,634,105,899,769,601,723,73.9002,555.0646,463.0613,144.9609
506,993,262,302,99,751,340,682.9796,351.8261,791.7733,942.3498
507,535,786,379,90,859,275,572.4414,73.042,370.171,704.6194
508,991,590,982,753,870,398,766.641,340.9631,845.9266,659.3792
509,913,89,947,458,690,776,741.7694,282.813,317.7613,858.7743
510,982,3,232,461,602,767,550.8713,541.2637,488.6385,284.9131
511,841,330,308,245,933,277,579.8636,741.6534,715.95,951.9691
512,956,99,202,344,819,640,938.2392,594.4142,367.3651,258.8537
513,115,773,238,345,418,17,684.8617,505.0576,290.3898,530.9927
514,733,346,829,882,321,332,486.7362,389.0842,863.6721,778.3148
515,215,85,135,367,18,548,566.3325,538.8859,640.3912,541.6431
516,995,701,333,53,881,722,254.4953,121.5308,292.535,504.2288
517,314,337,239,389,985,594,29.1051,643.0779,156.8455,903.6555
518,375,900,149,906,506,634,392.3397,358.3036,423.0348,669.1991
519,465,834,668,40,772,112,268.6447,574.9557,788.8035,490.8815
520,774,746,245,11,865,957,138.6649,511.2322,74.6767,824.9581
521,219,303,781,384,796,105,234.8258,55.9011,879.7253,939.8181
522,894,69,851,357,885,567,988.3925,334.0155,742.6895,173.758
523,624,984,222,163,849,136,535.7549,121.7749,579.6788,485.5136
524,956,246,637,538,806,833,849.6569,427.2888,821.5919,38.8333
525,765,686,339,302,924,1,179.14,612.5224,476.9921,620.2265
526,965,758,50,527,622,951,97.3393,654.8117,222.8848,182.7096
527,170,655,771,721,701,221,362.2827,833.7993,532.5247,597.3245
528,476,641,513,165,571,57,624.6604,605.962,144.3395,695.158
529,450,629,807,54,406,86,669.1952,269.4582,31.1204,363.5461
530,599,299,611,350,262,964,184.1932,839.0981,329.7398,226.88
531,9,357,410,820,125,147,944.8561,360.7189,773.847,923.4315
532,651,169,976,402,195,546,713.0144,527.3282,95.5262,151.7631
533,283,527,765,465,894,929,55.6526,672.979,156.6318,345.8674
534,329,929,984,893,197,776,242.2209,227.6861,222.6227,76.7638
535,742,91,479,339,5,225,389.6959,32.6431,984.7101,49.7288
536,51,398,442,693,7,999,712.6213,431.6092,675.3208,545.29
537,312,520,2,228,64,915,800.1948,731.2985,77.0676,81.9133
538,329,719,686,963,109,275,597.3806,439.2552,971.3705,746.714
539,624,957,299,360,278,632,195.7059,590.2768,240.2946,961.2151
540,192,238,349,801,488,187,420.8847,540.4605,368.3633,170.3257
541,666,404,915,581,7,229,724.833,867.5768,481.2823,278.3455
542,531,6,943,204,344,914,750.893,408.367,702.0715,558.0638
543,736,458,337,535,423,234,984.4206,107.0006,730.7615,132.509
544,96,872,160,350,314,758,139.4178,285.9139,535.6305,609.5165
545,119,726,515,670,994,377,484.6659,284.937,867.4266,979.2666
546,82,253,269,219,391,571,802.2438,156.152,213.0114,956.7969
547,492,378,513,960,828,39,73.7459,384.2239,215.3884,729.006
548,674,315,907,946,469,718,185.5385,948.9047,130.0793,797.6247
549,463,366,321,763,103,130,223.5668,763.2455,656.3344,550.8406
550,864,612,511,541,414,363,607.5298,627.4855,109.3753,536.46
551,763,219,859,683,972,449,40.8068,987.2331,813.3586,854.4684
552,866,697,757,504,809,191,771.9587,387.6463,428.1203,270.6326
553,593,537,282,217,731,769,123.6533,373.1293,510.4666,620.6964
554,268,483,142,211,38,645,293.0397,436.3887,244.9561,196.22
555,34,918,995,718,664,38,242.3483,877.0026,436.5305,28.3127
556,45,476,157,956,357,823,968.7816,305.446,923.5727,537.5888
557,918,219,462,268,422,474,793.4199,970.036,477.2472,662.5741
558,496,587,233,551,608,949,787.4334,112.0588,762.5317,203.2061
559,550,152,717,995,62,265,289.1513,215.0531,936.075,851.7508
560,693,783,498,131,845,308,407.0955,419.1942,947.6031,500.8058
561,498,87,300,967,821,123,602.6816,297.1889,481.682,449.0391
562,908,487,2,64,982,753,212.0008,149.6773,122.8935,155.4182
563,941,897,295,23,642,838,734.0335,964.7509,868.3615,396.0478
564,760,691,873,445,399,398,486.2508,782.7715,201.3436,114.1226
565,969,70,142,655,244,411,840.4046,826.7112,429.4469,617.7938
566,160,960,882,590,811,80,155.1331,501.8262,570.397,266.3801
567,138,675,980,617,90,500,612.1015,840.5733,926.7848,830.9712
568,603,72,1,259,225,529,767.4198,336.1761,230.2292,494.2851
569,887,985,431,962,17,342,846.3909,710.1539,114.2305,435.9881
570,147,620,559,866,665,721,285.3142,596.9883,92.3932,281.57
571,24,297,633,212,391,736,122.5352,259.5486,468.8285,661.7659
572,994,589,817,77,246,631,263.9859,218.6208,396.2457,696.541
573,733,141,688,769,737,354,459.9315,726.9247,831.3684,303.0768
574,430,392,607,492,199,49,447.5487,40.5622,289.0123,260.5769
575,264,392,580,645,186,795,28.4247,44.6682,252.5951,95.1267
576,303,835,253,130,171,436,713.8175,703.2355,545.3556,726.9198
577,165,67,769,664,13,868,85.3855,532.5731,316.643,124.9565
578,627,338,536,615,266,837,28.9418,206.8682,491.2753,738.3741
579,152,828,354,348,44,354,735.3618,472.3047,654.3462,244.3526
580,581,958,855,212,316,547,429.4444,48.9091,619.7228,841.9969
581,551,252,702,629,42,566,778.6536,166.3959,931.8893,304.3921
582,765,763,35,141,663,38,882.9446,574.0026,582.2786,65.4608
583,68,485,730,494,714,427,539.6038,451.38,246.9804,904.284
584,764,892,614,487,678,206,336.4585,613.2818,643.0457,586.3052
585,433,455,391,155,667,260,898.983,793.0168,402.7384,880.8463
586,326,353,239,358,38,692,119.8817,420.5692,729.2932,108.5588
587,309,173,147,723,894,57,616.9216,828.2466,543.9649,388.689
588,921,524,264,509,531,132,149.7642,910.611,979.3682,796.1553
589,420,402,379,881,368,212,740.4761,994.4261,80.4223,693.3013
590,556,75,775,695,527,546,1000.3074,821.8891,295.7145,153.119
591,255,835,326,856,716,79,209.9329,668.1845,781.2179,423.4257
592,966,155,397,868,368,340,356.0403,263.636,537.8169,320.4725
593,3,283,463,883,173,449,140.6878,792.2629,87.3614,568.1037
594,822,544,817,902,679,872,727.2848,724.8953,459.6788,25.9086
595,162,911,954,989,325,513,823.9445,184.441,549.879,733.7906
596,90,893,311,650,600,435,342.5333,368.5691,451.3666,140.7348
597,468,185,416,787,481,925,643.148,413.6789,146.6591,317.9569
598,672,9,514,944,995,249,234.927,655.7749,180.4099,735.2993
599,917,752,322,417,442,711,570.2896,21.6039,802.1995,478.3023
600,179,714,357,807,532,643,616.0919,961.8581,57.5095,984.5936
601,22,469,245,857,696,380,520.1654,663.3617,408.2975,888.5123
602,379,900,734,258,907,663,963.444,527.5624,656.4738,850.6203
603,521,965,63,157,914,40,384.3224,804.2,284.2193,702.4504
604,864,556,45,231,412,541,479.4451,655.0307,618.9183,64.2156
605,618,332,76,312,272,448,4.8215,667.4971,290.9649,486.138
606,767,134,524,455,337,283,93.9638,960.392,511.438,36.1218
607,837,716,977,771,821,403,103.6162,37.9794,621.4129,126.4697
608,431,24,421,472,653,576,58.9407,350.4866,111.2475,139.1951
609,843,974,407,782,43,472,374.3479,622.5783,496.6969,439.8438
610,260,398,58,29,398,137,75.2879,514.8443,548.5744,583.4698
611,526,736,896,347,847,281,783.3964,406.4948,987.4288,336.1378
612,115,375,950,604,584,32,281.3314,915.7534,73.955,54.73
613,168,366,410,36,167,797,38.4707,188.275,580.9536,66.3011
614,585,642,433,809,521,652,821.9257,109.5759,986.9888,525.8147
615,252,648,729,875,657,114,791.1911,567.9477,40.5816,711.478
616,496,180,308,101,376,949,137.6655,703.642,752.6307,828.9084
617,722,448,162,644,668,484,375.6457,865.9211,622.5277,267.947
618,191,640,641,374,939,881,790.6123,876.9751,253.2837,937.2595
619,217,322,4,399,960,426,388.1534,280.68,900.0042,756.0704
620,173,41,393,765,244,703,361.726,685.2131,644.5715,110.2861
621,873,412,548,794,773,309,318.5187,889.8054,87.5218,689.2085
622,664,996,374,157,851,446,481.6013,883.9257,629.0153,809.0707
623,574,551,46,735,777,835,759.8084,965.2273,807.474,49.6505
624,330,441,342,608,803,192,102.5385,293.7058,659.7527,161.5423
625,778,50,610,253,144,672,713.4357,946.5742,381.4968,927.5438
626,286,525,739,589,316,795,369.3464,311.4871,917.0624,196.8152
627,350,966,544,513,907,475,40.6806,436.3562,839.7446,128.7153
628,102,778,220,606,181,707,582.8274,515.1657,405.8472,224.7617
629,736,198,176,329,811,994,804.9092,957.1426,401.0131,60.8673
630,583,858,841,249,3,442,204.4273,603.8387,951.0248,211.915
631,957,134,451,889,980,413,115.8925,864.3644,144.6692,181.3485
632,826,984,922,342,531,278,897.0207,973.025,712.3692,248.6675
633,380,795,263,820,191,134,343.4797,150.892,745.825,255.1647
634,600,362,183,752,937,380,643.2478,621.5839,793.5441,124.042
635,88,441,524,281,509,351,808.6366,751.9077,227.3738,243.3764
636,436,575,7,908,176,990,257.3436,410.1257,267.1409,854.5923
637,963,72,445,792,574,703,174.9489,869.4535,949.227,928.0223
638,402,898,383,488,21,615,115.1652,921.3634,503.4561,265.2111
639,260,279,985,544,879,767,335.8969,771.5282,568.0509,579.2611
640,45,733,45,108,765,568,878.5316,970.3542,124.2735,909.2418
641,6,6,56,234,589,84,997.3356,668.8089,597.3713,797.8549
642,379,849,305,424,252,608,364.5353,138.5824,501.4042,105.0551
643,143,67,715,132,498,68,481.9769,705.2887,403.2374,276.0087
644,846,149,761,198,360,754,420.9972,602.8529,514.0365,38.3567
645,104,796,316,226,435,624,306.9417,219.0067,172.7433,53.575
646,893,548,888,160,920,335,735.9432,721.8647,470.3127,156.1367
647,580,909,524,661,142,411,843.5389,185.4197,745.3467,31.4695
648,551,550,986,540,775,354,359.8541,109.1069,734.2022,659.2727
649,24,394,387,246,28,683,30.1665,20.8451,880.2876,842.651
650,485,755,671,368,161,950,355.3877,274.5201,206.9409,756.1719
651,842,350,924,471,956,622,689.6626,854.2468,143.874,672.3241
652,695,500,805,748,397,936,661.9746,903.6587,451.9539,682.963
653,440,663,358,539,104,279,595.9571,4.2064,629.2442,14.5154
654,847,271,520,372,556,1000,727.8728,515.818,552.3976,972.3635
655,110,839,423,963,742,659,610.6429,975.9714,906.0701,611.9248
656,668,321,633,310,98,916,736.0513,591.0434,496.0927,68.9872
657,980,391,889,683,930,662,767.4104,253.2246,184.7957,749.0789
658,720,436,289,962,611,964,472.1881,99.5195,811.1539,668.4907
659,376,792,366,909,189,850,321.901,489.9089,11.6307,653.6528
660,764,362,155,601,422,565,657.3756,428.9844,548.7203,628.5714
661,682,373,916,448,7,607,31.651,105.0505,719.4857,388.4851
662,415,135,610,824,49,511,513.8797,160.8101,948.2732,312.3514
663,913,960,241,357,267,560,65.4809,44.6972,615.1862,815.8299
664,970,465,520,298,410,95,479.5543,251.5571,815.7221,747.9838
665,930,196,972,937,44,262,545.6156,625.116,919.6953,527.4261
666,121,603,935,142,727,514,401.6139,445.8798,152.8228,807.0697
667,125,725,616,668,524,122,607.0703,397.9439,192.7546,626.2202
668,287,768,882,168,27,168,142.1737,360.266,456.9484,270.645
669,630,59,709,807,837,411,183.0167,615.7421,819.4958,116.5526
670,709,246,557,675,786,820,255.1777,50.6656,511.5507,871.388
671,488,957,265,987,117,694,802.4348,89.1186,910.4545,417.4943
672,740,232,721,417,443,777,690.3253,77.5013,868.1334,258.3305
673,598,801,183,379,403,879,384.7494,464.5667,748.3541,294.435
674,143,570,838,205,109,991,235.174,497.4357,317.6542,682.2311
675,327,1,526,921,262,911,271.7541,767.5346,119.0992,904.1127
676,351,173,232,477,636,869,624.8022,2.7285,678.3161,192.6215
677,935,205,524,598,701,536,534.8831,337.1128,796.8033,352.5837
678,20,676,392,835,408,941,287.4514,611.8351,548.9662,725.4153
679,209,514,153,331,173,693,234.1318,248.6629,760.619,744.6368
680,71,487,117,908,726,906,230.1083,453.5908,625.8902,561.3042
681,721,492,285,694,748,664,795.2823,466.0529,376.8441,42.6691
682,120,356,120,226,885,774,841.1025,355.4823,294.941,216.2982
683,241,824,619,565,544,555,788.8366,557.1087,458.861,739.5384
684,160,221,969,148,166,786,84.6047,753.5349,796.1409,667.5232
685,58,64,775,481,700,929,72.8229,137.8519,307.5831,52.8035
686,416,754,534,522,73,57,379.0243,917.9619,107.5254,387.5122
687,491,356,16,666,493,185,808.0555,714.1442,867.7843,359.0196
688,868,75,532,352,623,86,353.354,631.4331,967.7043,935.6826
689,892,313,384,845,407,215,18.0006,704.1881,365.897,973.6565
690,241,274,900,1000,767,767,548.957,37.1854,888.4963,73.1409
691,950,606,212,78,624,756,329.925,323.7167,360.554,653.4704
692,110,36,376,566,664,692,71.9658,482.5963,566.7946,355.243
693,647,244,416,946,192,524,229.6897,699.5925,518.2286,133.4183
694,518,79,425,107,209,800,726.0657,280.6805,795.0265,898.1977
695,638,538,946,63,175,709,893.7891,25.427,206.0812,405.3984
696,453,594,210,169,809,117,933.7394,389.7087,368.9194,116.4782
697,765,917,162,346,157,389,928.706,284.8328,298.9077,822.4824
698,425,411,946,90,748,890,257.9342,80.3699,551.3676,446.2636
699,850,834,833,656,955,353,862.0983,363.4661,64.6583,211.1872
700,617,695,391,273,664,422,725.3862,589.4809,969.3188,562.0094
701,548,426,313,277,324,691,473.6491,60.765,893.9125,724.0922
702,193,765,492,139,907,549,831.8903,507.7597,748.2197,966.9779
703,954,615,283,993,959,25,253.3105,176.9698,896.5374,345.3715
704,190,988,775,260,839,788,86.6826,487.7726,940.7085,908.497
705,242,190,150,837,988,886,625.3935,508.5417,720.5873,926.1795
706,145,332,927,648,362,407,836.6085,405.2316,919.7692,152.5207
707,571,469,380,480,725,632,354.98,649.3497,574.3722,966.4139
708,209,206,844,89,943,290,675.1186,217.3981,682.9099,697.3648
709,373,549,597,781,330,155,260.35,712.0717,99.6261,563.5967
710,945,515,329,388,921,288,503.1274,500.3426,627.8067,898.8596
